Freq.	V(vo)
Step Information: Run=1  (Run: 1/10)
6.30957344480030e+005	(-4.90494062033523e+001dB,7.53383938445787e+001°)
6.32411851376055e+005	(-4.90303705484494e+001dB,7.53042260882168e+001°)
6.33869711256763e+005	(-4.90113392008692e+001dB,7.52699905554116e+001°)
6.35330931851579e+005	(-4.89923121800480e+001dB,7.52356870763093e+001°)
6.36795520907751e+005	(-4.89732895055037e+001dB,7.52013154811773e+001°)
6.38263486190383e+005	(-4.89542711968345e+001dB,7.51668756003920e+001°)
6.39734835482482e+005	(-4.89352572737210e+001dB,7.51323672644519e+001°)
6.41209576584995e+005	(-4.89162477559252e+001dB,7.50977903039689e+001°)
6.42687717316853e+005	(-4.88972426632915e+001dB,7.50631445496720e+001°)
6.44169265515010e+005	(-4.88782420157467e+001dB,7.50284298323987e+001°)
6.45654229034488e+005	(-4.88592458333009e+001dB,7.49936459831134e+001°)
6.47142615748415e+005	(-4.88402541360465e+001dB,7.49587928328842e+001°)
6.48634433548070e+005	(-4.88212669441602e+001dB,7.49238702128961e+001°)
6.50129690342922e+005	(-4.88022842779022e+001dB,7.48888779544555e+001°)
6.51628394060673e+005	(-4.87833061576169e+001dB,7.48538158889733e+001°)
6.53130552647303e+005	(-4.87643326037330e+001dB,7.48186838479768e+001°)
6.54636174067105e+005	(-4.87453636367644e+001dB,7.47834816631148e+001°)
6.56145266302735e+005	(-4.87263992773095e+001dB,7.47482091661323e+001°)
6.57657837355249e+005	(-4.87074395460531e+001dB,7.47128661889040e+001°)
6.59173895244150e+005	(-4.86884844637643e+001dB,7.46774525634100e+001°)
6.60693448007424e+005	(-4.86695340513004e+001dB,7.46419681217457e+001°)
6.62216503701589e+005	(-4.86505883296028e+001dB,7.46064126961170e+001°)
6.63743070401736e+005	(-4.86316473197016e+001dB,7.45707861188460e+001°)
6.65273156201568e+005	(-4.86127110427127e+001dB,7.45350882223667e+001°)
6.66806769213448e+005	(-4.85937795198403e+001dB,7.44993188392241e+001°)
6.68343917568440e+005	(-4.85748527723760e+001dB,7.44634778020796e+001°)
6.69884609416352e+005	(-4.85559308216992e+001dB,7.44275649437012e+001°)
6.71428852925777e+005	(-4.85370136892785e+001dB,7.43915800969819e+001°)
6.72976656284142e+005	(-4.85181013966704e+001dB,7.43555230949164e+001°)
6.74528027697746e+005	(-4.84991939655212e+001dB,7.43193937706194e+001°)
6.76082975391805e+005	(-4.84802914175661e+001dB,7.42831919573152e+001°)
6.77641507610498e+005	(-4.84613937746306e+001dB,7.42469174883422e+001°)
6.79203632617007e+005	(-4.84425010586301e+001dB,7.42105701971559e+001°)
6.80769358693564e+005	(-4.84236132915697e+001dB,7.41741499173261e+001°)
6.82338694141491e+005	(-4.84047304955466e+001dB,7.41376564825315e+001°)
6.83911647281250e+005	(-4.83858526927484e+001dB,7.41010897265721e+001°)
6.85488226452482e+005	(-4.83669799054541e+001dB,7.40644494833513e+001°)
6.87068440014052e+005	(-4.83481121560346e+001dB,7.40277355869053e+001°)
6.88652296344096e+005	(-4.83292494669531e+001dB,7.39909478713694e+001°)
6.90239803840061e+005	(-4.83103918607652e+001dB,7.39540861710062e+001°)
6.91830970918756e+005	(-4.82915393601195e+001dB,7.39171503201898e+001°)
6.93425806016388e+005	(-4.82726919877573e+001dB,7.38801401534072e+001°)
6.95024317588615e+005	(-4.82538497665136e+001dB,7.38430555052669e+001°)
6.96626514110586e+005	(-4.82350127193179e+001dB,7.38058962104974e+001°)
6.98232404076989e+005	(-4.82161808691928e+001dB,7.37686621039420e+001°)
6.99841996002090e+005	(-4.81973542392561e+001dB,7.37313530205525e+001°)
7.01455298419788e+005	(-4.81785328527208e+001dB,7.36939687954293e+001°)
7.03072319883649e+005	(-4.81597167328944e+001dB,7.36565092637509e+001°)
7.04693068966962e+005	(-4.81409059031803e+001dB,7.36189742608499e+001°)
7.06317554262777e+005	(-4.81221003870781e+001dB,7.35813636221630e+001°)
7.07945784383952e+005	(-4.81033002081834e+001dB,7.35436771832534e+001°)
7.09577767963203e+005	(-4.80845053901884e+001dB,7.35059147798010e+001°)
7.11213513653143e+005	(-4.80657159568823e+001dB,7.34680762476213e+001°)
7.12853030126333e+005	(-4.80469319321519e+001dB,7.34301614226354e+001°)
7.14496326075326e+005	(-4.80281533399812e+001dB,7.33921701408979e+001°)
7.16143410212714e+005	(-4.80093802044529e+001dB,7.33541022385869e+001°)
7.17794291271174e+005	(-4.79906125497472e+001dB,7.33159575520077e+001°)
7.19448978003511e+005	(-4.79718504001440e+001dB,7.32777359175823e+001°)
7.21107479182710e+005	(-4.79530937800214e+001dB,7.32394371718731e+001°)
7.22769803601981e+005	(-4.79343427138578e+001dB,7.32010611515666e+001°)
7.24435960074800e+005	(-4.79155972262304e+001dB,7.31626076934662e+001°)
7.26105957434964e+005	(-4.78968573418178e+001dB,7.31240766345189e+001°)
7.27779804536633e+005	(-4.78781230853976e+001dB,7.30854678117956e+001°)
7.29457510254377e+005	(-4.78593944818499e+001dB,7.30467810624999e+001°)
7.31139083483225e+005	(-4.78406715561544e+001dB,7.30080162239623e+001°)
7.32824533138711e+005	(-4.78219543333938e+001dB,7.29691731336559e+001°)
7.34513868156922e+005	(-4.78032428387516e+001dB,7.29302516291793e+001°)
7.36207097494542e+005	(-4.77845370975141e+001dB,7.28912515482735e+001°)
7.37904230128907e+005	(-4.77658371350706e+001dB,7.28521727288087e+001°)
7.39605275058043e+005	(-4.77471429769125e+001dB,7.28130150087944e+001°)
7.41310241300723e+005	(-4.77284546486354e+001dB,7.27737782263809e+001°)
7.43019137896506e+005	(-4.77097721759379e+001dB,7.27344622198525e+001°)
7.44731973905793e+005	(-4.76910955846235e+001dB,7.26950668276437e+001°)
7.46448758409870e+005	(-4.76724249005994e+001dB,7.26555918883177e+001°)
7.48169500510957e+005	(-4.76537601498780e+001dB,7.26160372405914e+001°)
7.49894209332258e+005	(-4.76351013585764e+001dB,7.25764027233188e+001°)
7.51622894018008e+005	(-4.76164485529179e+001dB,7.25366881755018e+001°)
7.53355563733519e+005	(-4.75978017592312e+001dB,7.24968934362858e+001°)
7.55092227665235e+005	(-4.75791610039513e+001dB,7.24570183449686e+001°)
7.56832895020775e+005	(-4.75605263136197e+001dB,7.24170627409986e+001°)
7.58577575028984e+005	(-4.75418977148856e+001dB,7.23770264639631e+001°)
7.60326276939981e+005	(-4.75232752345044e+001dB,7.23369093536101e+001°)
7.62079010025211e+005	(-4.75046588993400e+001dB,7.22967112498463e+001°)
7.63835783577489e+005	(-4.74860487363639e+001dB,7.22564319927187e+001°)
7.65596606911054e+005	(-4.74674447726563e+001dB,7.22160714224349e+001°)
7.67361489361616e+005	(-4.74488470354060e+001dB,7.21756293793659e+001°)
7.69130440286407e+005	(-4.74302555519112e+001dB,7.21351057040378e+001°)
7.70903469064226e+005	(-4.74116703495793e+001dB,7.20945002371344e+001°)
7.72680585095498e+005	(-4.73930914559277e+001dB,7.20538128195012e+001°)
7.74461797802314e+005	(-4.73745188985842e+001dB,7.20130432921551e+001°)
7.76247116628487e+005	(-4.73559527052869e+001dB,7.19721914962657e+001°)
7.78036551039598e+005	(-4.73373929038851e+001dB,7.19312572731792e+001°)
7.79830110523053e+005	(-4.73188395223393e+001dB,7.18902404644051e+001°)
7.81627804588123e+005	(-4.73002925887216e+001dB,7.18491409116191e+001°)
7.83429642766005e+005	(-4.72817521312167e+001dB,7.18079584566773e+001°)
7.85235634609864e+005	(-4.72632181781212e+001dB,7.17666929416055e+001°)
7.87045789694890e+005	(-4.72446907578446e+001dB,7.17253442086001e+001°)
7.88860117618346e+005	(-4.72261698989097e+001dB,7.16839121000389e+001°)
7.90678627999616e+005	(-4.72076556299528e+001dB,7.16423964584724e+001°)
7.92501330480262e+005	(-4.71891479797239e+001dB,7.16007971266384e+001°)
7.94328234724071e+005	(-4.71706469770877e+001dB,7.15591139474516e+001°)
7.96159350417108e+005	(-4.71521526510231e+001dB,7.15173467640182e+001°)
7.97994687267765e+005	(-4.71336650306241e+001dB,7.14754954196138e+001°)
7.99834255006817e+005	(-4.71151841451006e+001dB,7.14335597577224e+001°)
8.01678063387467e+005	(-4.70967100237774e+001dB,7.13915396220033e+001°)
8.03526122185404e+005	(-4.70782426960959e+001dB,7.13494348563093e+001°)
8.05378441198853e+005	(-4.70597821916139e+001dB,7.13072453046929e+001°)
8.07235030248624e+005	(-4.70413285400061e+001dB,7.12649708113940e+001°)
8.09095899178168e+005	(-4.70228817710643e+001dB,7.12226112208582e+001°)
8.10961057853626e+005	(-4.70044419146980e+001dB,7.11801663777259e+001°)
8.12830516163884e+005	(-4.69860090009346e+001dB,7.11376361268388e+001°)
8.14704284020623e+005	(-4.69675830599196e+001dB,7.10950203132453e+001°)
8.16582371358376e+005	(-4.69491641219177e+001dB,7.10523187821986e+001°)
8.18464788134573e+005	(-4.69307522173122e+001dB,7.10095313791609e+001°)
8.20351544329601e+005	(-4.69123473766059e+001dB,7.09666579497995e+001°)
8.22242649946853e+005	(-4.68939496304216e+001dB,7.09236983400037e+001°)
8.24138115012783e+005	(-4.68755590095022e+001dB,7.08806523958719e+001°)
8.26037949576959e+005	(-4.68571755447107e+001dB,7.08375199637202e+001°)
8.27942163712114e+005	(-4.68387992670316e+001dB,7.07943008900818e+001°)
8.29850767514202e+005	(-4.68204302075706e+001dB,7.07509950217226e+001°)
8.31763771102450e+005	(-4.68020683975544e+001dB,7.07076022056170e+001°)
8.33681184619413e+005	(-4.67837138683324e+001dB,7.06641222889769e+001°)
8.35603018231026e+005	(-4.67653666513764e+001dB,7.06205551192422e+001°)
8.37529282126660e+005	(-4.67470267782799e+001dB,7.05769005440800e+001°)
8.39459986519174e+005	(-4.67286942807610e+001dB,7.05331584113967e+001°)
8.41395141644971e+005	(-4.67103691906600e+001dB,7.04893285693274e+001°)
8.43334757764051e+005	(-4.66920515399418e+001dB,7.04454108662576e+001°)
8.45278845160065e+005	(-4.66737413606952e+001dB,7.04014051508045e+001°)
8.47227414140371e+005	(-4.66554386851336e+001dB,7.03573112718325e+001°)
8.49180475036088e+005	(-4.66371435455952e+001dB,7.03131290784563e+001°)
8.51138038202150e+005	(-4.66188559745438e+001dB,7.02688584200363e+001°)
8.53100114017362e+005	(-4.66005760045686e+001dB,7.02244991461850e+001°)
8.55066712884456e+005	(-4.65823036683849e+001dB,7.01800511067706e+001°)
8.57037845230141e+005	(-4.65640389988345e+001dB,7.01355141519248e+001°)
8.59013521505167e+005	(-4.65457820288859e+001dB,7.00908881320285e+001°)
8.60993752184371e+005	(-4.65275327916346e+001dB,7.00461728977355e+001°)
8.62978547766740e+005	(-4.65092913203036e+001dB,7.00013682999577e+001°)
8.64967918775463e+005	(-4.64910576482438e+001dB,6.99564741898839e+001°)
8.66961875757986e+005	(-4.64728318089345e+001dB,6.99114904189709e+001°)
8.68960429286070e+005	(-4.64546138359832e+001dB,6.98664168389450e+001°)
8.70963589955848e+005	(-4.64364037631268e+001dB,6.98212533018248e+001°)
8.72971368387879e+005	(-4.64182016242307e+001dB,6.97759996598911e+001°)
8.74983775227203e+005	(-4.64000074532908e+001dB,6.97306557657226e+001°)
8.77000821143401e+005	(-4.63818212844326e+001dB,6.96852214721774e+001°)
8.79022516830650e+005	(-4.63636431519119e+001dB,6.96396966324075e+001°)
8.81048873007779e+005	(-4.63454730901155e+001dB,6.95940810998517e+001°)
8.83079900418327e+005	(-4.63273111335611e+001dB,6.95483747282540e+001°)
8.85115609830599e+005	(-4.63091573168978e+001dB,6.95025773716490e+001°)
8.87156012037724e+005	(-4.62910116749067e+001dB,6.94566888843783e+001°)
8.89201117857711e+005	(-4.62728742425008e+001dB,6.94107091210865e+001°)
8.91250938133507e+005	(-4.62547450547258e+001dB,6.93646379367303e+001°)
8.93305483733056e+005	(-4.62366241467602e+001dB,6.93184751865761e+001°)
8.95364765549354e+005	(-4.62185115539157e+001dB,6.92722207262032e+001°)
8.97428794500508e+005	(-4.62004073116376e+001dB,6.92258744115153e+001°)
8.99497581529794e+005	(-4.61823114555051e+001dB,6.91794360987358e+001°)
9.01571137605716e+005	(-4.61642240212319e+001dB,6.91329056444116e+001°)
9.03649473722060e+005	(-4.61461450446656e+001dB,6.90862829054205e+001°)
9.05732600897958e+005	(-4.61280745617897e+001dB,6.90395677389718e+001°)
9.07820530177943e+005	(-4.61100126087225e+001dB,6.89927600026119e+001°)
9.09913272632008e+005	(-4.60919592217181e+001dB,6.89458595542272e+001°)
9.12010839355665e+005	(-4.60739144371664e+001dB,6.88988662520419e+001°)
9.14113241470005e+005	(-4.60558782915941e+001dB,6.88517799546369e+001°)
9.16220490121754e+005	(-4.60378508216643e+001dB,6.88046005209297e+001°)
9.18332596483335e+005	(-4.60198320641770e+001dB,6.87573278102050e+001°)
9.20449571752924e+005	(-4.60018220560701e+001dB,6.87099616820994e+001°)
9.22571427154516e+005	(-4.59838208344186e+001dB,6.86625019966054e+001°)
9.24698173937975e+005	(-4.59658284364363e+001dB,6.86149486140887e+001°)
9.26829823379101e+005	(-4.59478448994747e+001dB,6.85673013952809e+001°)
9.28966386779687e+005	(-4.59298702610245e+001dB,6.85195602012879e+001°)
9.31107875467580e+005	(-4.59119045587153e+001dB,6.84717248935854e+001°)
9.33254300796740e+005	(-4.58939478303161e+001dB,6.84237953340370e+001°)
9.35405674147301e+005	(-4.58760001137361e+001dB,6.83757713848879e+001°)
9.37562006925628e+005	(-4.58580614470239e+001dB,6.83276529087726e+001°)
9.39723310564385e+005	(-4.58401318683687e+001dB,6.82794397687119e+001°)
9.41889596522588e+005	(-4.58222114161013e+001dB,6.82311318281335e+001°)
9.44060876285670e+005	(-4.58043001286921e+001dB,6.81827289508541e+001°)
9.46237161365539e+005	(-4.57863980447542e+001dB,6.81342310011038e+001°)
9.48418463300642e+005	(-4.57685052030418e+001dB,6.80856378435174e+001°)
9.50604793656026e+005	(-4.57506216424512e+001dB,6.80369493431369e+001°)
9.52796164023396e+005	(-4.57327474020215e+001dB,6.79881653654318e+001°)
9.54992586021179e+005	(-4.57148825209337e+001dB,6.79392857762844e+001°)
9.57194071294587e+005	(-4.56970270385128e+001dB,6.78903104420041e+001°)
9.59400631515675e+005	(-4.56791809942264e+001dB,6.78412392293342e+001°)
9.61612278383406e+005	(-4.56613444276861e+001dB,6.77920720054428e+001°)
9.63829023623711e+005	(-4.56435173786474e+001dB,6.77428086379456e+001°)
9.66050878989553e+005	(-4.56256998870102e+001dB,6.76934489948940e+001°)
9.68277856260988e+005	(-4.56078919928188e+001dB,6.76439929447901e+001°)
9.70509967245228e+005	(-4.55900937362624e+001dB,6.75944403565866e+001°)
9.72747223776703e+005	(-4.55723051576759e+001dB,6.75447910996888e+001°)
9.74989637717124e+005	(-4.55545262975389e+001dB,6.74950450439685e+001°)
9.77237220955547e+005	(-4.55367571964778e+001dB,6.74452020597572e+001°)
9.79489985408435e+005	(-4.55189978952642e+001dB,6.73952620178593e+001°)
9.81747943019720e+005	(-4.55012484348169e+001dB,6.73452247895496e+001°)
9.84011105760868e+005	(-4.54835088562009e+001dB,6.72950902465851e+001°)
9.86279485630944e+005	(-4.54657792006286e+001dB,6.72448582612056e+001°)
9.88553094656672e+005	(-4.54480595094594e+001dB,6.71945287061347e+001°)
9.90831944892500e+005	(-4.54303498242008e+001dB,6.71441014545974e+001°)
9.93116048420666e+005	(-4.54126501865077e+001dB,6.70935763803099e+001°)
9.95405417351258e+005	(-4.53949606381833e+001dB,6.70429533574902e+001°)
9.97700063822284e+005	(-4.53772812211798e+001dB,6.69922322608712e+001°)
1.00000000000000e+006	(-4.53596119775952e+001dB,6.69414129656828e+001°)
Step Information: Run=5  (Run: 5/10)
1.00000000000000e+001	(6.05328339502381e+000dB,-5.34320982893629e-001°)
1.00230523807790e+001	(6.05328511990610e+000dB,-5.35552862021077e-001°)
1.00461579027840e+001	(6.05328685274937e+000dB,-5.36787581907887e-001°)
1.00693166885180e+001	(6.05328859359037e+000dB,-5.38025149109511e-001°)
1.00925288607668e+001	(6.05329034246602e+000dB,-5.39265570196563e-001°)
1.01157945425990e+001	(6.05329209941338e+000dB,-5.40508851754849e-001°)
1.01391138573668e+001	(6.05329386446972e+000dB,-5.41755000385402e-001°)
1.01624869287070e+001	(6.05329563767246e+000dB,-5.43004022704526e-001°)
1.01859138805412e+001	(6.05329741905918e+000dB,-5.44255925343823e-001°)
1.02093948370768e+001	(6.05329920866765e+000dB,-5.45510714950232e-001°)
1.02329299228075e+001	(6.05330100653583e+000dB,-5.46768398186060e-001°)
1.02565192625141e+001	(6.05330281270184e+000dB,-5.48028981729029e-001°)
1.02801629812647e+001	(6.05330462720394e+000dB,-5.49292472272304e-001°)
1.03038612044162e+001	(6.05330645008064e+000dB,-5.50558876524520e-001°)
1.03276140576140e+001	(6.05330828137057e+000dB,-5.51828201209840e-001°)
1.03514216667934e+001	(6.05331012111254e+000dB,-5.53100453067972e-001°)
1.03752841581801e+001	(6.05331196934559e+000dB,-5.54375638854213e-001°)
1.03992016582906e+001	(6.05331382610889e+000dB,-5.55653765339485e-001°)
1.04231742939330e+001	(6.05331569144180e+000dB,-5.56934839310371e-001°)
1.04472021922080e+001	(6.05331756538388e+000dB,-5.58218867569151e-001°)
1.04712854805090e+001	(6.05331944797484e+000dB,-5.59505856933838e-001°)
1.04954242865232e+001	(6.05332133925462e+000dB,-5.60795814238216e-001°)
1.05196187382322e+001	(6.05332323926330e+000dB,-5.62088746331878e-001°)
1.05438689639126e+001	(6.05332514804117e+000dB,-5.63384660080255e-001°)
1.05681750921366e+001	(6.05332706562870e+000dB,-5.64683562364664e-001°)
1.05925372517729e+001	(6.05332899206654e+000dB,-5.65985460082341e-001°)
1.06169555719872e+001	(6.05333092739553e+000dB,-5.67290360146472e-001°)
1.06414301822431e+001	(6.05333287165672e+000dB,-5.68598269486236e-001°)
1.06659612123026e+001	(6.05333482489132e+000dB,-5.69909195046845e-001°)
1.06905487922266e+001	(6.05333678714073e+000dB,-5.71223143789577e-001°)
1.07151930523761e+001	(6.05333875844657e+000dB,-5.72540122691806e-001°)
1.07398941234124e+001	(6.05334073885062e+000dB,-5.73860138747058e-001°)
1.07646521362983e+001	(6.05334272839488e+000dB,-5.75183198965033e-001°)
1.07894672222983e+001	(6.05334472712151e+000dB,-5.76509310371651e-001°)
1.08143395129794e+001	(6.05334673507290e+000dB,-5.77838480009081e-001°)
1.08392691402120e+001	(6.05334875229164e+000dB,-5.79170714935789e-001°)
1.08642562361706e+001	(6.05335077882046e+000dB,-5.80506022226571e-001°)
1.08893009333343e+001	(6.05335281470235e+000dB,-5.81844408972590e-001°)
1.09144033644875e+001	(6.05335485998046e+000dB,-5.83185882281418e-001°)
1.09395636627209e+001	(6.05335691469815e+000dB,-5.84530449277069e-001°)
1.09647819614318e+001	(6.05335897889900e+000dB,-5.85878117100041e-001°)
1.09900583943252e+001	(6.05336105262676e+000dB,-5.87228892907358e-001°)
1.10153930954141e+001	(6.05336313592539e+000dB,-5.88582783872595e-001°)
1.10407861990207e+001	(6.05336522883907e+000dB,-5.89939797185935e-001°)
1.10662378397766e+001	(6.05336733141216e+000dB,-5.91299940054196e-001°)
1.10917481526240e+001	(6.05336944368925e+000dB,-5.92663219700868e-001°)
1.11173172728159e+001	(6.05337156571511e+000dB,-5.94029643366159e-001°)
1.11429453359173e+001	(6.05337369753473e+000dB,-5.95399218307034e-001°)
1.11686324778056e+001	(6.05337583919331e+000dB,-5.96771951797245e-001°)
1.11943788346715e+001	(6.05337799073626e+000dB,-5.98147851127381e-001°)
1.12201845430196e+001	(6.05338015220917e+000dB,-5.99526923604904e-001°)
1.12460497396692e+001	(6.05338232365789e+000dB,-6.00909176554179e-001°)
1.12719745617551e+001	(6.05338450512845e+000dB,-6.02294617316530e-001°)
1.12979591467279e+001	(6.05338669666710e+000dB,-6.03683253250265e-001°)
1.13240036323555e+001	(6.05338889832029e+000dB,-6.05075091730727e-001°)
1.13501081567231e+001	(6.05339111013470e+000dB,-6.06470140150323e-001°)
1.13762728582343e+001	(6.05339333215724e+000dB,-6.07868405918570e-001°)
1.14024978756117e+001	(6.05339556443499e+000dB,-6.09269896462137e-001°)
1.14287833478977e+001	(6.05339780701530e+000dB,-6.10674619224880e-001°)
1.14551294144553e+001	(6.05340005994569e+000dB,-6.12082581667883e-001°)
1.14815362149688e+001	(6.05340232327395e+000dB,-6.13493791269500e-001°)
1.15080038894443e+001	(6.05340459704803e+000dB,-6.14908255525396e-001°)
1.15345325782109e+001	(6.05340688131617e+000dB,-6.16325981948586e-001°)
1.15611224219210e+001	(6.05340917612676e+000dB,-6.17746978069471e-001°)
1.15877735615512e+001	(6.05341148152848e+000dB,-6.19171251435890e-001°)
1.16144861384034e+001	(6.05341379757021e+000dB,-6.20598809613145e-001°)
1.16412602941049e+001	(6.05341612430102e+000dB,-6.22029660184059e-001°)
1.16680961706096e+001	(6.05341846177025e+000dB,-6.23463810749004e-001°)
1.16949939101987e+001	(6.05342081002746e+000dB,-6.24901268925947e-001°)
1.17219536554813e+001	(6.05342316912243e+000dB,-6.26342042350490e-001°)
1.17489755493953e+001	(6.05342553910517e+000dB,-6.27786138675913e-001°)
1.17760597352080e+001	(6.05342792002593e+000dB,-6.29233565573210e-001°)
1.18032063565173e+001	(6.05343031193518e+000dB,-6.30684330731139e-001°)
1.18304155572516e+001	(6.05343271488363e+000dB,-6.32138441856256e-001°)
1.18576874816716e+001	(6.05343512892222e+000dB,-6.33595906672960e-001°)
1.18850222743701e+001	(6.05343755410213e+000dB,-6.35056732923533e-001°)
1.19124200802737e+001	(6.05343999047478e+000dB,-6.36520928368183e-001°)
1.19398810446427e+001	(6.05344243809180e+000dB,-6.37988500785088e-001°)
1.19674053130724e+001	(6.05344489700510e+000dB,-6.39459457970428e-001°)
1.19949930314937e+001	(6.05344736726679e+000dB,-6.40933807738446e-001°)
1.20226443461741e+001	(6.05344984892925e+000dB,-6.42411557921469e-001°)
1.20503594037179e+001	(6.05345234204509e+000dB,-6.43892716369963e-001°)
1.20781383510678e+001	(6.05345484666717e+000dB,-6.45377290952572e-001°)
1.21059813355048e+001	(6.05345736284856e+000dB,-6.46865289556164e-001°)
1.21338885046497e+001	(6.05345989064263e+000dB,-6.48356720085866e-001°)
1.21618600064636e+001	(6.05346243010295e+000dB,-6.49851590465112e-001°)
1.21898959892486e+001	(6.05346498128338e+000dB,-6.51349908635686e-001°)
1.22179966016487e+001	(6.05346754423797e+000dB,-6.52851682557764e-001°)
1.22461619926504e+001	(6.05347011902107e+000dB,-6.54356920209955e-001°)
1.22743923115840e+001	(6.05347270568727e+000dB,-6.55865629589345e-001°)
1.23026877081238e+001	(6.05347530429139e+000dB,-6.57377818711546e-001°)
1.23310483322890e+001	(6.05347791488853e+000dB,-6.58893495610728e-001°)
1.23594743344450e+001	(6.05348053753403e+000dB,-6.60412668339672e-001°)
1.23879658653036e+001	(6.05348317228348e+000dB,-6.61935344969809e-001°)
1.24165230759240e+001	(6.05348581919274e+000dB,-6.63461533591266e-001°)
1.24451461177138e+001	(6.05348847831793e+000dB,-6.64991242312905e-001°)
1.24738351424294e+001	(6.05349114971541e+000dB,-6.66524479262376e-001°)
1.25025903021771e+001	(6.05349383344181e+000dB,-6.68061252586149e-001°)
1.25314117494141e+001	(6.05349652955402e+000dB,-6.69601570449568e-001°)
1.25602996369487e+001	(6.05349923810922e+000dB,-6.71145441036889e-001°)
1.25892541179416e+001	(6.05350195916479e+000dB,-6.72692872551331e-001°)
1.26182753459066e+001	(6.05350469277844e+000dB,-6.74243873215110e-001°)
1.26473634747114e+001	(6.05350743900811e+000dB,-6.75798451269491e-001°)
1.26765186585784e+001	(6.05351019791203e+000dB,-6.77356614974833e-001°)
1.27057410520853e+001	(6.05351296954866e+000dB,-6.78918372610631e-001°)
1.27350308101665e+001	(6.05351575397676e+000dB,-6.80483732475560e-001°)
1.27643880881134e+001	(6.05351855125538e+000dB,-6.82052702887521e-001°)
1.27938130415752e+001	(6.05352136144379e+000dB,-6.83625292183687e-001°)
1.28233058265601e+001	(6.05352418460158e+000dB,-6.85201508720546e-001°)
1.28528665994361e+001	(6.05352702078859e+000dB,-6.86781360873951e-001°)
1.28824955169313e+001	(6.05352987006495e+000dB,-6.88364857039158e-001°)
1.29121927361353e+001	(6.05353273249104e+000dB,-6.89952005630877e-001°)
1.29419584144998e+001	(6.05353560812757e+000dB,-6.91542815083315e-001°)
1.29717927098395e+001	(6.05353849703546e+000dB,-6.93137293850223e-001°)
1.30016957803328e+001	(6.05354139927598e+000dB,-6.94735450404939e-001°)
1.30316677845229e+001	(6.05354431491065e+000dB,-6.96337293240438e-001°)
1.30617088813183e+001	(6.05354724400126e+000dB,-6.97942830869378e-001°)
1.30918192299940e+001	(6.05355018660991e+000dB,-6.99552071824136e-001°)
1.31219989901920e+001	(6.05355314279899e+000dB,-7.01165024656873e-001°)
1.31522483219223e+001	(6.05355611263113e+000dB,-7.02781697939561e-001°)
1.31825673855640e+001	(6.05355909616933e+000dB,-7.04402100264044e-001°)
1.32129563418657e+001	(6.05356209347681e+000dB,-7.06026240242071e-001°)
1.32434153519466e+001	(6.05356510461710e+000dB,-7.07654126505361e-001°)
1.32739445772973e+001	(6.05356812965403e+000dB,-7.09285767705627e-001°)
1.33045441797808e+001	(6.05357116865176e+000dB,-7.10921172514641e-001°)
1.33352143216332e+001	(6.05357422167466e+000dB,-7.12560349624276e-001°)
1.33659551654643e+001	(6.05357728878748e+000dB,-7.14203307746548e-001°)
1.33967668742593e+001	(6.05358037005523e+000dB,-7.15850055613667e-001°)
1.34276496113785e+001	(6.05358346554322e+000dB,-7.17500601978090e-001°)
1.34586035405594e+001	(6.05358657531706e+000dB,-7.19154955612554e-001°)
1.34896288259164e+001	(6.05358969944269e+000dB,-7.20813125310139e-001°)
1.35207256319427e+001	(6.05359283798631e+000dB,-7.22475119884311e-001°)
1.35518941235103e+001	(6.05359599101447e+000dB,-7.24140948168953e-001°)
1.35831344658714e+001	(6.05359915859399e+000dB,-7.25810619018445e-001°)
1.36144468246594e+001	(6.05360234079203e+000dB,-7.27484141307688e-001°)
1.36458313658891e+001	(6.05360553767603e+000dB,-7.29161523932156e-001°)
1.36772882559584e+001	(6.05360874931375e+000dB,-7.30842775807952e-001°)
1.37088176616484e+001	(6.05361197577330e+000dB,-7.32527905871845e-001°)
1.37404197501251e+001	(6.05361521712304e+000dB,-7.34216923081332e-001°)
1.37720946889394e+001	(6.05361847343168e+000dB,-7.35909836414675e-001°)
1.38038426460287e+001	(6.05362174476826e+000dB,-7.37606654870953e-001°)
1.38356637897177e+001	(6.05362503120211e+000dB,-7.39307387470116e-001°)
1.38675582887188e+001	(6.05362833280290e+000dB,-7.41012043253031e-001°)
1.38995263121334e+001	(6.05363164964060e+000dB,-7.42720631281520e-001°)
1.39315680294529e+001	(6.05363498178554e+000dB,-7.44433160638432e-001°)
1.39636836105593e+001	(6.05363832930832e+000dB,-7.46149640427670e-001°)
1.39958732257261e+001	(6.05364169227993e+000dB,-7.47870079774255e-001°)
1.40281370456195e+001	(6.05364507077164e+000dB,-7.49594487824369e-001°)
1.40604752412990e+001	(6.05364846485505e+000dB,-7.51322873745406e-001°)
1.40928879842186e+001	(6.05365187460213e+000dB,-7.53055246726021e-001°)
1.41253754462274e+001	(6.05365530008512e+000dB,-7.54791615976184e-001°)
1.41579377995707e+001	(6.05365874137666e+000dB,-7.56531990727221e-001°)
1.41905752168908e+001	(6.05366219854968e+000dB,-7.58276380231876e-001°)
1.42232878712281e+001	(6.05366567167746e+000dB,-7.60024793764353e-001°)
1.42560759360218e+001	(6.05366916083361e+000dB,-7.61777240620368e-001°)
1.42889395851109e+001	(6.05367266609210e+000dB,-7.63533730117200e-001°)
